id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1304441947847831552,1303374603344121856,1599838170000,2020-09-11,11:29:30,EDT,631271526,ednces,NCES,,"Those who answered CT got it right! In FY18, current public #K12 expenditures per pupil were fifth highest in the Nutmeg State at $20,147.

Access more NEW #SchoolFinance data in our recently released report from the Common Core of Data (#CCD):  https://nces.ed.gov/pubsearch/pubsinfo.asp?pubid=2020306 … #EdChat pic.twitter.com/tbZGYLFgmW",[],['https://nces.ed.gov/pubsearch/pubsinfo.asp?pubid=2020306'],['https://pbs.twimg.com/media/EhpPB_KXsAAoWxW.png'],0,0,0,"['#k12', '#schoolfinance', '#ccd', '#edchat']",[],https://twitter.com/EdNCES/status/1304441947847831552,False,,0,,,,,,,"[{'user_id': '631271526', 'username': 'EdNCES'}]",,,,
1304414651871039489,1304414651871039489,1599831662000,2020-09-11,09:41:02,EDT,631271526,ednces,NCES,,"DYK? Our #PIAAC Skills Map has a couple of new functionality features, including:
• Internet Explorer compatibility;
• Expanded comparison card options;
• User-friendly loading icons & action buttons, and more.

Check out our UPDATED #DataTool today:  https://nces.ed.gov/surveys/piaac/skillsmap/ … pic.twitter.com/ZAby0sBktd",[],['https://nces.ed.gov/surveys/piaac/skillsmap/'],['https://pbs.twimg.com/media/Eho2Nc7XsAAMUet.jpg'],0,1,0,"['#piaac', '#datatool']",[],https://twitter.com/EdNCES/status/1304414651871039489,False,,0,,,,,,,"[{'user_id': '631271526', 'username': 'EdNCES'}]",,,,
1304156204575404033,1304156204575404033,1599770043000,2020-09-10,16:34:03,EDT,631271526,ednces,NCES,,"What percentage of U.S. adults have low #numeracy skills?

Find out in our #PIAAC #DataPoint:  https://nces.ed.gov/pubsearch/pubsinfo.asp?pubid=2020025 … #AdultSkills pic.twitter.com/fGYQ1CItq5",[],['https://nces.ed.gov/pubsearch/pubsinfo.asp?pubid=2020025'],['https://pbs.twimg.com/media/EhlLJ6AX0AE8k3Q.png'],0,4,2,"['#numeracy', '#piaac', '#datapoint', '#adultskills']",[],https://twitter.com/EdNCES/status/1304156204575404033,False,,0,,,,,,,"[{'user_id': '631271526', 'username': 'EdNCES'}]",,,,
1304076177980751872,1304076177980751872,1599750964000,2020-09-10,11:16:04,EDT,631271526,ednces,NCES,,"ICYMI: Learn how revenues & expenditures in FY 2018 ranged from Alabama to Wyoming!

Access recently released #EdStats about #SchoolFinance here:  https://nces.ed.gov/pubsearch/pubsinfo.asp?pubid=2020306 … #EdChat #K12 pic.twitter.com/QfkVDzD6mi",[],['https://nces.ed.gov/pubsearch/pubsinfo.asp?pubid=2020306'],['https://pbs.twimg.com/media/EhkCXx3XcAAlC-h.png'],0,0,1,"['#edstats', '#schoolfinance', '#edchat', '#k12']",[],https://twitter.com/EdNCES/status/1304076177980751872,False,,0,,,,,,,"[{'user_id': '631271526', 'username': 'EdNCES'}]",,,,
1303762101916364800,1303762101916364800,1599676082000,2020-09-09,14:28:02,EDT,631271526,ednces,NCES,,"How has the % distribution of public #K12 enrollment by race/ethnicity changed since 1995? How is it projected to change from now until 2029? 

Browse our UPDATED #BackToSchool #FastFact to find out:  https://nces.ed.gov/fastfacts/display.asp?id=372 … pic.twitter.com/I47zFg4zhJ",[],['https://nces.ed.gov/fastfacts/display.asp?id=372'],['https://pbs.twimg.com/media/EhfkuFwXsAEFhhP.png'],0,1,2,"['#k12', '#backtoschool', '#fastfact']",[],https://twitter.com/EdNCES/status/1303762101916364800,False,,0,,,,,,,"[{'user_id': '631271526', 'username': 'EdNCES'}]",,,,
1303740720050778120,1303740720050778120,1599670984000,2020-09-09,13:03:04,EDT,631271526,ednces,NCES,,"The avg. % of loans still owed 12 months after degree completion among 2015–16 bachelor’s degree recipients who took out federal #StudentLoans was 92%.

Learn more about the #DebtRepayment experiences of recent grads here:  https://nces.ed.gov/pubsearch/pubsinfo.asp?pubid=2020341 … #HigherEdStats #EdChat pic.twitter.com/HC0Mod9p91",[],['https://nces.ed.gov/pubsearch/pubsinfo.asp?pubid=2020341'],['https://pbs.twimg.com/media/EhfRRfzWsAQ4Y_k.png'],0,0,1,"['#studentloans', '#debtrepayment', '#higheredstats', '#edchat']",[],https://twitter.com/EdNCES/status/1303740720050778120,False,,0,,,,,,,"[{'user_id': '631271526', 'username': 'EdNCES'}]",,,,
1303692642165891072,1303692642165891072,1599659521000,2020-09-09,09:52:01,EDT,631271526,ednces,NCES,,"DYK? In 2019, 50% of 25–34 yr-olds had a #postsec degree in the U.S., higher than the @OECD avg. of 45%.

Find the latest #EdStats on educational attainment in this year’s #OECDEAG:  https://www.oecd.org/education/education-at-a-glance/?utm_source=twitter&utm_medium=social&utm_campaign=eduataglancesep2020&utm_content=en&utm_term=edu … #HigherEd #EdChat pic.twitter.com/z7tofi3O2G",['oecd'],['https://www.oecd.org/education/education-at-a-glance/?utm_source=twitter&utm_medium=social&utm_campaign=eduataglancesep2020&utm_content=en&utm_term=edu'],['https://pbs.twimg.com/media/EheljEaXkAEGmWj.jpg'],0,0,0,"['#postsec', '#edstats', '#oecdeag', '#highered', '#edchat']",[],https://twitter.com/EdNCES/status/1303692642165891072,False,,0,,,,,,,"[{'user_id': '631271526', 'username': 'EdNCES'}, {'user_id': '25390350', 'username': 'OECD'}]",,,,
1303434197474910210,1303434197474910210,1599597903000,2020-09-08,16:45:03,EDT,631271526,ednces,NCES,,"About 3/4 of the reported on-campus hate crimes in 2017 were motivated by race (43%), religion (18%), or sexual orientation (16%).

Indicator 22 in our #SchoolCrime report presents #EdStats on the motivating bias of hate crimes at #postsec institutions:  https://nces.ed.gov/programs/crimeindicators/ind_22.asp … pic.twitter.com/GA9mtu3zGW",[],['https://nces.ed.gov/programs/crimeindicators/ind_22.asp'],['https://pbs.twimg.com/media/Eha6fnUWAAoRBOk.png'],0,1,3,"['#schoolcrime', '#edstats', '#postsec']",[],https://twitter.com/EdNCES/status/1303434197474910210,False,,0,,,,,,,"[{'user_id': '631271526', 'username': 'EdNCES'}]",,,,
1303397705654427648,1303397705654427648,1599589203000,2020-09-08,14:20:03,EDT,631271526,ednces,NCES,,"JUST RELEASED: The OECD Education at a Glance report provides data on the structure, finances, and performance of #education systems in @OECD & partner countries. 

Discover more #OECDEAG stats here:  https://www.oecd.org/education/education-at-a-glance/?utm_source=twitter&utm_medium=social&utm_campaign=eduataglancesep2020&utm_content=en&utm_term=edu … @OECDEduSkills pic.twitter.com/BkKqeFS9OA","['oecd', 'oecdeduskills']",['https://www.oecd.org/education/education-at-a-glance/?utm_source=twitter&utm_medium=social&utm_campaign=eduataglancesep2020&utm_content=en&utm_term=edu'],['https://pbs.twimg.com/media/EhaZTO6WoAElmkQ.jpg'],0,6,8,"['#education', '#oecdeag']",[],https://twitter.com/EdNCES/status/1303397705654427648,False,,0,,,,,,,"[{'user_id': '631271526', 'username': 'EdNCES'}, {'user_id': '25390350', 'username': 'OECD'}, {'user_id': '115097756', 'username': 'OECDEduSkills'}]",,,,
1303374603344121856,1303374603344121856,1599583695000,2020-09-08,12:48:15,EDT,631271526,ednces,NCES,,"In FY18, current expenditures per pupil in public #K12 education were among the highest in 
•NY ($23,686)
•DC ($23,155)
•NJ ($20,316)
•VT ($20,149)
•__ ($20,147)

(Check out Table 4 in our NEW report for the answer:  https://nces.ed.gov/pubsearch/pubsinfo.asp?pubid=2020306 …) #TriviaTuesday #SchoolFinance",[],['https://nces.ed.gov/pubsearch/pubsinfo.asp?pubid=2020306'],[],1,4,3,"['#k12', '#triviatuesday', '#schoolfinance']",[],https://twitter.com/EdNCES/status/1303374603344121856,False,,0,,,,,,,"[{'user_id': '631271526', 'username': 'EdNCES'}]",,,,
